Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
SSRM,SSR Mining Inc.,2.84B,62.06,Basic Materials,Gold,USA,B+,B,C-,C-,18.04,-,2.48,0.81,4.09,-,2.01%,30.30%,-44.50%,10.73%,11.40%,-,20.70%,-20.80%,-24.90%,0.60%,-3.38%,68.10%,0.06%,5.05,3.80%,5.40%,6.10%,4.9,3.1,0.09,0.11,47.00%,23.70%,16.90%,-20.14%,-7.92%,3.48%,-32.17%,-10.91%,2.92%,-4.44%,-11.79%,-11.53%,-43.21%,8.77%,36.52,Feb 22/b,13.96,21.3,52.57879656
SSSS,SuRo Capital Corp.,107.18M,52.27,Financial,Asset Management,USA,A-,D+,D+,D+,-,-,45.15,0.48,-,-,181.96%,144.28%,-143.30%,-,65.68%,-,-,-,-0.80%,5.89%,9.30%,16.92%,-,0.81,-,-,-,-,-,-,-,-,-,-,-5.99%,-8.27%,-40.82%,-66.93%,-0.79%,2.84%,-2.17%,-5.78%,-26.97%,-67.25%,4.72%,42.81,-,3.77,7.33,94.42970822
SST,"System1, Inc.",372.19M,58.96,Industrials,Specialty Business Services,USA,A,C-,C-,D+,-,-,0.44,0.62,11.67,-,-,0.00%,93.50%,8.50%,-,-,-,-195.10%,-58.80%,8.40%,-13.83%,32.70%,3.48%,12.4,-10.10%,-27.40%,35.10%,0.6,0.6,0.65,0.68,27.70%,-16.50%,-15.30%,-8.33%,-20.08%,-62.17%,-70.06%,-10.87%,7.77%,-9.01%,-10.08%,-39.31%,-88.73%,21.02%,37.75,Mar 16/a,4.18,7.25,73.44497608
SSTI,"ShotSpotter, Inc.",433.64M,70.49,Technology,Software - Application,USA,B-,C+,B+,C+,65.02,2.35,5.35,7.48,42.51,-,-,-,-464.30%,115.38%,12.80%,30.00%,30.30%,501.70%,29.70%,7.00%,-4.52%,62.20%,7.08%,9.8,-0.80%,-1.80%,-12.20%,0.7,0.7,0,0,57.80%,-0.60%,-1.10%,-4.86%,8.59%,11.58%,38.13%,7.63%,4.68%,1.33%,3.49%,12.27%,-7.30%,49.65%,54.06,Feb 22/a,36.41,48.2,32.38121395
SSTK,"Shutterstock, Inc.",2.68B,64.29,Communication Services,Internet Content & Information,USA,D+,B+,D+,B+,21.04,7.53,3.24,6.03,23.26,22.24,1.44%,45.50%,-15.40%,-1.46%,28.20%,4.80%,8.20%,-56.80%,5.80%,0.20%,-79.23%,72.00%,-2.28%,4.37,9.00%,17.40%,15.80%,0.6,0.6,0,0.11,62.00%,11.30%,9.20%,-1.85%,39.84%,35.82%,-15.72%,42.75%,3.89%,-1.18%,14.23%,30.31%,-23.78%,68.71%,57.22,Feb 09/b,75.26,87,15.59925591
SSU,SIGNA Sports United N.V.,1.70B,62.31,Consumer Cyclical,Specialty Retail,Germany,A,C-,C+,D+,-,-,1.59,1.52,21.68,-,-,-,-85.50%,62.10%,-,-,-,-216.30%,26.30%,44.88%,0.00%,15.30%,-0.54%,4.75,-,-,-7.40%,1.5,0.4,0.26,0.31,-,-,-,-3.06%,-22.24%,-24.87%,-43.08%,-9.57%,7.91%,-2.72%,-5.87%,-20.93%,-50.34%,37.67%,45.81,Feb 07/b,4.44,5.07,14.18918919
SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,-,61.63,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,0.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.33%,0.25%,3.93%,-7.88%,6.73%,1.13%,-0.37%,2.03%,3.22%,-10.19%,13.95%,53.25,-,32.52,-,
SSY,"SunLink Health Systems, Inc.",8.20M,79.36,Healthcare,Pharmaceutical Retailers,USA,A,C+,C+,B+,-,-,0.18,0.41,1.58,-,-,-,-125.00%,-,-3.40%,-,-4.90%,524.90%,38.50%,14.10%,0.00%,15.50%,-3.72%,0.2,-10.50%,-14.70%,-7.20%,2.7,2.3,0,0,62.40%,-5.90%,-6.50%,33.74%,42.23%,-20.28%,-16.18%,86.89%,10.04%,4.45%,31.08%,15.56%,-45.71%,114.91%,60.87,-,1.14,-,
SSYS,Stratasys Ltd.,922.34M,69.87,Technology,Computer Hardware,USA,A-,C,B+,C,33.87,-,1.42,0.99,2.81,-,-,-,55.40%,143.35%,10.40%,30.00%,-0.50%,51.80%,-4.60%,18.01%,0.00%,56.10%,-20.88%,1.75,-2.30%,-3.10%,-2.40%,3.3,2.4,0,0,42.40%,-2.80%,-4.40%,-3.39%,1.64%,-17.38%,-40.51%,20.24%,3.83%,3.06%,6.85%,-9.28%,-48.41%,29.23%,57.81,Mar 02/b,14.26,18.64,30.71528752
ST,Sensata Technologies Holding plc,7.80B,71.36,Technology,Scientific & Technical Instruments,USA,B+,B-,C-,B+,11.94,2.57,1.94,2.53,6.37,28.2,0.85%,16.40%,-12.70%,14.42%,0.50%,10.00%,4.00%,5.20%,8.60%,0.10%,-61.43%,99.72%,-1.69%,1.99,3.60%,10.10%,7.90%,2.4,1.8,1.28,1.36,32.70%,16.50%,7.70%,-1.86%,14.52%,28.23%,-10.58%,27.91%,1.90%,-0.11%,10.11%,18.33%,-11.47%,40.97%,60.59,Jan 31/b,51.65,56.58,9.545014521
STAA,STAAR Surgical Company,2.82B,74.83,Healthcare,Medical Instruments & Supplies,USA,C+,A-,B+,C,47.68,2.55,9.92,8.7,13.32,160.27,-,0.00%,58.40%,90.45%,55.70%,30.00%,25.70%,19.10%,8.50%,0.10%,330.75%,99.07%,2.19%,5.25,10.10%,12.60%,11.10%,6,5.6,0,0,78.50%,15.40%,13.60%,-17.85%,4.96%,-36.63%,-27.17%,23.49%,4.78%,-10.60%,-6.25%,-16.08%,-46.61%,29.31%,41.47,Feb 21/a,59.94,79.5,32.63263263
STAF,"Staffing 360 Solutions, Inc.",5.80M,67.08,Industrials,Staffing & Employment Services,USA,A+,D+,B-,C,2.89,-,0.03,0.24,3.22,-,-,0.00%,118.80%,144.60%,17.30%,-,12.60%,-99.40%,39.20%,16.10%,0.00%,2.40%,60.63%,0.61,-12.70%,-52.70%,38.60%,0.7,0.7,0.86,0.87,17.10%,-3.20%,-4.80%,-35.39%,-24.91%,-45.70%,-71.35%,-28.37%,12.23%,-10.76%,-26.27%,-46.90%,-78.51%,16.09%,37.41,-,2.02,10,395.049505
STAG,"STAG Industrial, Inc.",6.01B,58.16,Real Estate,REIT - Industrial,USA,D+,B,D+,B,48.18,4.91,9.15,1.81,232.15,50.53,4.30%,146.60%,-13.20%,4.41%,33.50%,7.00%,16.90%,-66.60%,15.40%,0.10%,-10.18%,88.40%,2.12%,3.81,2.90%,5.20%,3.40%,-,-,0.74,0.74,81.20%,30.80%,27.10%,-4.63%,3.95%,11.07%,-12.86%,5.88%,2.15%,-2.45%,-0.54%,6.09%,-19.49%,28.80%,46.77,Feb 15/a,34.21,42.65,24.67114879
STAR,iStar Inc.,772.08M,61.13,Real Estate,REIT - Diversified,USA,B+,C+,C+,D+,9.64,-,4.88,0.48,0.54,47.37,6.49%,6.00%,-96.60%,280.95%,-62.00%,0.00%,-25.30%,-43.90%,-40.40%,4.27%,0.00%,85.90%,1.23%,2.68,11.00%,25.80%,-8.30%,-,-,1.19,0,27.60%,-,-,-18.07%,-3.99%,-28.08%,-60.54%,1.05%,3.66%,-9.10%,-8.00%,-20.41%,-60.73%,19.76%,37.8,Feb 21/b,7.71,22,185.3437095
STBA,"S&T Bancorp, Inc.",1.43B,75.21,Financial,Banks - Regional,USA,B,B,B-,B,10.43,1.08,4.2,1.23,-,7.56,3.41%,34.60%,23.10%,-5.37%,7.00%,10.00%,5.50%,79.60%,45.10%,0.50%,0.00%,64.00%,0.45%,4.61,1.50%,11.50%,21.90%,-,-,0.06,0.06,-,90.20%,39.70%,4.28%,0.21%,26.52%,21.60%,9.71%,1.94%,-0.02%,5.98%,15.59%,-2.42%,41.46%,56.87,Jan 26/b,37.5,37.5,0
STBX,Starbox Group Holdings Ltd.,134.30M,73.84,Communication Services,Internet Content & Information,Malaysia,B,A-,C+,C+,-,-,18.65,5.54,7.54,-,-,0.00%,176.20%,-,-,-,-,43.30%,40.20%,71.85%,0.00%,0.30%,-,0.57,-,-,15.40%,12.2,12.2,0,0,80.00%,68.90%,50.10%,-7.87%,41.07%,-39.46%,-,15.75%,7.76%,1.89%,7.71%,14.22%,-93.16%,130.66%,55.76,-,3.16,-,
STC,Stewart Information Services Corporation,1.12B,62.37,Financial,Insurance - Property & Casualty,USA,B+,C+,C,C,7.8,1.38,0.37,0.82,4.52,11.31,4.38%,27.50%,-50.10%,41.21%,27.20%,5.00%,9.40%,-84.40%,-31.80%,0.40%,0.00%,94.80%,0.12%,5.39,5.90%,12.10%,11.10%,-,-,0.33,0.33,-,8.20%,5.30%,-17.23%,-7.23%,-18.92%,-37.77%,-3.91%,3.59%,-10.62%,-9.78%,-13.45%,-40.98%,14.20%,31.31,Feb 08/a,41.06,55.5,35.16804676
STCE,Schwab Crypto Thematic ETF,-,65.78,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,13.90%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.82%,7.08%,-14.01%,-,25.90%,2.72%,-4.19%,4.10%,-3.55%,-33.02%,30.69%,47.67,-,19.24,-,
STCN,"Steel Connect, Inc.",74.60M,68.7,Communication Services,Advertising Agencies,USA,A,C,C+,C+,-,0.64,0.58,-,1.25,-,-,-,15.50%,-,16.50%,10.00%,-14.20%,117.00%,-59.00%,5.70%,0.00%,45.60%,-3.27%,2.72,-,-,-568.10%,1.4,1.3,-,-,32.30%,-,-,-2.33%,11.50%,-7.35%,-14.29%,-11.89%,5.32%,-1.41%,-4.93%,-4.94%,-17.65%,17.76%,46.81,Dec 14/a,1.26,-,
STE,STERIS plc,18.70B,63.55,Healthcare,Medical Devices,Ireland,B,B-,C-,C+,21.63,-,3.91,3.14,72.1,110.4,0.99%,66.90%,-46.40%,9.13%,14.20%,10.00%,11.90%,-13.20%,0.60%,0.10%,-1.60%,95.90%,0.33%,5.21,-0.30%,-0.50%,3.70%,2.5,1.6,0.5,0.51,44.80%,2.80%,-0.60%,-11.44%,2.27%,-5.68%,-21.56%,2.85%,2.27%,-3.60%,-2.95%,-2.98%,-25.78%,19.31%,44.18,Feb 08/a,189.95,220,15.81995262
STEL,"Stellar Bancorp, Inc.",1.52B,56.54,Financial,Banks - Regional,USA,B-,D+,B,C-,9.33,-,4.7,2.53,3.91,85.24,1.79%,35.20%,36.30%,1.40%,3.40%,-,3.60%,91.00%,487.70%,8.70%,-1.52%,24.30%,9.43%,4.14,0.80%,6.80%,22.50%,-,-,0,0,-,41.60%,11.20%,3.17%,-14.26%,-2.72%,-4.70%,-1.60%,2.01%,-0.87%,-0.42%,-2.54%,-19.67%,13.73%,47.82,Jan 27/b,28.99,33.4,15.21214212
STEM,"Stem, Inc.",1.27B,61.44,Technology,Software - Infrastructure,USA,A-,C-,B-,D+,-,-,3.49,2.46,5.07,-,-,-,15.70%,52.10%,-,-,-,2.80%,194.30%,0.40%,-57.85%,59.40%,2.28%,5.5,-8.70%,-21.00%,-11.40%,2,2,0.81,0.84,9.10%,-36.10%,-34.20%,-15.64%,-32.75%,-44.08%,-0.23%,-1.68%,6.90%,-3.22%,-5.12%,-20.35%,-51.21%,53.67%,47.65,Feb 16/a,8.79,15.83,80.09101251
STEP,StepStone Group Inc.,3.16B,55.61,Financial,Asset Management,USA,C+,D+,C+,C+,19.15,-,24.05,2.43,22.54,23.58,2.73%,12.31%,447.60%,18.12%,53.50%,10.40%,52.60%,-114.20%,-,0.10%,-86.75%,82.20%,-4.23%,2.75,-0.10%,-0.70%,49.10%,-,-,0.11,0.11,-19.50%,-,-4.10%,-1.01%,-2.13%,7.51%,-15.59%,16.52%,3.33%,-0.05%,4.72%,6.10%,-16.55%,31.04%,54.93,Feb 09/a,29.34,32.83,11.89502386
STER,Sterling Check Corp.,1.26B,66.65,Technology,Software - Infrastructure,USA,A-,C+,B-,D+,9.72,2.91,1.64,1.66,12.73,24.57,-,-,63.10%,16.72%,-,15.00%,-,133.20%,17.50%,0.30%,-9.85%,85.80%,-0.37%,7.48,-0.30%,-0.70%,0.90%,2.2,2.2,0.66,0.67,47.80%,2.10%,-0.60%,-5.46%,-9.49%,-38.16%,-38.13%,-14.93%,5.37%,-0.77%,-7.36%,-23.25%,-54.25%,12.91%,47.09,Mar 02/b,13.16,17,29.17933131
STEW,"SRH Total Return Fund, Inc.",1.23B,58.16,Financial,Asset Management,USA,A-,D+,C,C-,-,-,35.16,0.8,-,-,3.95%,-,-,-,-,-,-,-,47.80%,46.78%,0.00%,18.12%,-,0.09,-,-,-,-,-,-,-,-,-,-,-2.17%,-4.96%,4.03%,-10.47%,-0.39%,1.07%,-1.06%,-1.13%,1.74%,-16.23%,18.82%,45.68,-,12.65,-,
STG,Sunlands Technology Group,147.74M,88.97,Consumer Defensive,Education & Training Services,China,A,A-,B-,B+,-,-,0.44,-,1.2,-,13.56%,0.00%,104.10%,-,15.70%,-,43.00%,70.00%,-3.20%,1.47%,0.00%,3.80%,-,1.65,24.80%,-79.30%,-21.90%,0.6,0.6,-,-,84.50%,25.20%,26.50%,-32.68%,122.89%,109.83%,76.90%,37.59%,11.60%,-14.53%,-4.33%,62.19%,-34.86%,364.35%,44.47,-,10.03,-,
STGW,Stagwell Inc.,2.24B,67.33,Communication Services,Advertising Agencies,USA,C+,C+,B-,B,10.65,12.44,0.83,3.44,13.54,67.39,-,0.00%,98.80%,-1.70%,46.00%,6.00%,1.20%,236.10%,42.30%,2.10%,0.00%,91.20%,0.91%,4.88,0.50%,5.70%,4.10%,0.9,0.9,4.58,4.58,37.70%,6.00%,0.70%,14.73%,7.04%,17.77%,4.93%,28.58%,4.55%,13.97%,17.61%,15.72%,-3.62%,66.35%,72.25,Mar 02/b,7.99,11.6,45.18147685
STIM,"Neuronetics, Inc.",142.08M,68.63,Healthcare,Diagnostics & Research,USA,A-,C+,C+,C+,-,-,2.29,2.25,1.93,-,-,-,16.00%,13.10%,-12.10%,-,10.10%,8.90%,19.60%,6.20%,-28.25%,69.10%,-2.20%,0.96,-28.40%,-49.80%,-22.90%,4,3.7,0.43,0.57,76.40%,-55.30%,-58.90%,-14.72%,-16.08%,47.62%,58.73%,-23.29%,6.73%,-7.92%,-12.10%,21.01%,-24.20%,166.16%,41.22,Mar 07/b,5.27,9.67,83.4914611
STIP,iShares 0-5 Year TIPS Bond ETF,-,61.26,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,5.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.37%,0.05%,-2.61%,-7.89%,0.79%,0.21%,0.30%,0.33%,-1.35%,-8.48%,1.76%,57.66,-,97.73,-,
STIX,"Semantix, Inc.",272.89M,70.37,Technology,Software - Application,Brazil,A-,C+,C,B,-,-,1.31,3.22,2.66,-,-,-,-250.90%,25.00%,-,-,-,-,-34.70%,35.61%,0.00%,0.30%,-98.81%,0.44,-,-,-66.70%,2.7,2.7,0.18,0.4,-,-,-,162.33%,244.95%,16.06%,-61.20%,334.98%,23.68%,72.43%,143.09%,-11.40%,-66.23%,595.60%,76.31,-,3.83,1.25,-67.36292428
STK,Columbia Seligman Premium Technology Growth Fund,439.47M,63.43,Financial,Closed-End Fund - Equity,USA,A+,D+,D+,C+,-,-,-,-,-,-,6.81%,-,-,-,-,-,-,-,-,-,-,11.67%,-,0.58,-,-,-,-,-,-,-,-,-,-,-1.45%,6.49%,-0.46%,-6.53%,16.92%,1.90%,0.58%,6.21%,6.90%,-10.63%,27.94%,58.26,-,27.16,-,
STKH,Steakholder Foods Ltd.,14.60M,63.3,Consumer Defensive,Packaged Foods,Israel,A,C-,C+,D+,-,-,-,0.41,1.72,-,-,-,49.60%,-,-,-,-,58.10%,-,-,-,5.80%,-6.48%,0.21,-,-,-,3.2,3.2,0.12,0.14,-,-,-,-14.14%,-54.05%,-71.95%,-83.23%,-16.67%,10.80%,-6.58%,-11.20%,-63.73%,-84.29%,39.34%,42.7,-,0.85,-,
STKL,SunOpta Inc.,909.77M,67.64,Consumer Defensive,Packaged Foods,USA,B,C-,B+,C+,66.08,-,0.99,3.04,1819.53,-,-,-,87.00%,176.60%,33.40%,30.00%,-9.60%,-252.80%,15.70%,2.20%,-1.68%,62.50%,5.50%,4.81,-0.20%,-0.70%,0.90%,2,0.7,0.9,1,12.40%,1.10%,-0.20%,3.62%,-8.13%,-13.49%,64.88%,1.78%,4.35%,12.18%,5.33%,-3.17%,-26.39%,89.62%,64.32,Mar 01/a,8.59,15,74.62165308
STKS,"The ONE Group Hospitality, Inc.",271.38M,73.28,Consumer Cyclical,Restaurants,USA,B,B-,C+,B+,12.45,16.73,0.87,4.17,15.51,-,-,0.00%,309.10%,35.50%,27.70%,1.20%,30.80%,-95.80%,1.50%,21.30%,0.44%,41.10%,-,7.9,6.10%,21.60%,42.00%,0.9,0.8,0.42,0.42,75.70%,5.20%,4.60%,13.25%,29.74%,19.75%,-27.42%,35.71%,4.61%,0.73%,14.30%,14.08%,-28.69%,74.13%,59.49,Mar 09/a,8.55,12.62,47.60233918
STLA,Stellantis N.V.,59.21B,69.56,Consumer Cyclical,Auto Manufacturers,Netherlands,A-,C-,D+,A-,-,0.91,0.33,0.82,-,-,-,-,-,-,40.74%,3.52%,-,19.10%,19.20%,24.11%,0.00%,43.04%,-,3.94,-,-,-,-,-,-,-,-,-,-,17.10%,20.55%,40.52%,9.35%,32.61%,1.72%,10.54%,18.99%,32.29%,2.45%,65.61%,72.06,Feb 22/b,18.83,19.66,4.407859798
STLD,"Steel Dynamics, Inc.",22.80B,78,Basic Materials,Steel,USA,B,B+,C,A-,16.98,0.23,1.02,2.92,10.1,6.88,1.25%,6.50%,34.50%,-33.02%,51.50%,28.06%,18.50%,-34.20%,-9.10%,5.80%,-0.25%,85.70%,-3.42%,1.83,28.10%,50.40%,35.30%,3.8,2.2,0.37,0.38,27.50%,22.90%,17.40%,8.57%,30.92%,68.56%,80.86%,39.26%,3.49%,9.52%,19.36%,50.20%,2.06%,117.91%,72.91,Jan 25/a,136.06,103.71,-23.77627517
STLG,iShares Factors US Growth Style ETF,-,65.78,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,1.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.68%,3.83%,-7.43%,-10.56%,10.07%,0.12%,-0.50%,3.83%,2.98%,-14.91%,14.03%,54.6,-,31.94,-,
STM,STMicroelectronics N.V.,42.98B,87.11,Technology,Semiconductors,Switzerland,B+,A-,B-,A-,11.1,2.33,2.67,3.47,9.51,29.4,0.62%,5.50%,93.50%,7.10%,38.10%,5.00%,14.10%,61.80%,24.40%,28.40%,0.00%,6.80%,42.68%,1.94,22.10%,36.40%,25.40%,2.6,1.9,0.2,0.21,47.30%,27.50%,24.60%,-1.10%,25.33%,39.63%,18.25%,37.00%,2.10%,0.08%,11.80%,29.95%,-4.08%,71.89%,57.2,Jan 26/b,48.73,59,21.07531295
STN,Stantec Inc.,6.46B,65.47,Industrials,Engineering & Construction,Canada,C,C+,C+,B+,15.04,5.12,1.97,3.87,59.19,55.72,0.98%,43.00%,23.70%,11.69%,17.10%,7.02%,7.00%,345.30%,23.40%,3.30%,0.00%,79.70%,1.04%,8.73,4.50%,11.70%,5.90%,1.4,1.4,0.75,0.84,54.20%,7.30%,5.50%,10.87%,18.80%,23.88%,18.46%,22.59%,2.12%,7.78%,13.80%,22.07%,-4.61%,43.62%,78.14,Feb 22/a,58.77,64.37,9.528671091
STNE,StoneCo Ltd.,2.57B,78.24,Technology,Software - Infrastructure,Cayman Islands,A,B-,A-,C,2.69,-,1.33,1.09,2.65,26.69,-,-,-251.30%,88.45%,-59.80%,64.80%,69.40%,115.40%,70.70%,1.63%,0.00%,68.60%,0.85%,4.46,-3.40%,-10.70%,11.30%,1.3,1.3,0.27,0.47,74.00%,47.40%,-13.80%,-25.02%,-27.14%,-10.23%,-22.71%,-9.85%,4.43%,-10.56%,-12.47%,-13.68%,-43.30%,24.93%,34.46,Mar 14/a,8.51,11.6,36.31022327
STNG,Scorpio Tankers Inc.,3.50B,87.61,Energy,Oil & Gas Midstream,Monaco,B+,B+,A-,B+,9.73,0.14,2.24,1.32,9.28,4.69,1.35%,3.50%,334.20%,-35.10%,27.50%,42.50%,25.00%,620.70%,233.80%,3.20%,0.00%,56.10%,8.31%,2.95,13.70%,30.60%,18.00%,1.5,1.4,0.63,0.77,79.30%,51.00%,40.80%,18.75%,15.84%,42.07%,235.22%,9.91%,3.90%,1.44%,10.20%,31.69%,-7.94%,260.37%,56.3,Feb 16/b,59.1,69.87,18.22335025
STOK,"Stoke Therapeutics, Inc.",341.46M,61.38,Healthcare,Biotechnology,USA,A-,C+,C-,C-,-,-,37.52,1.7,1.36,-,-,-,-49.70%,-8.70%,-,-,-,-7.70%,-,6.25%,-0.79%,-,-2.08%,12.36,-35.20%,-45.10%,-,9.2,9.2,0,0,-,-,-,-4.64%,17.11%,-41.37%,-55.61%,-4.33%,4.67%,-2.71%,-2.81%,-28.13%,-66.80%,28.34%,46.74,-,8.83,33.1,274.8584371
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,-,61.63,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,2.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.98%,0.09%,-0.97%,-3.95%,0.16%,0.09%,-0.52%,-0.43%,-0.46%,-4.10%,1.61%,34.2,-,46.16,-,
STPZ,PIMCO 1-5 Year U.S. TIPS Index ETF,-,61.26,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,5.54%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.50%,0.06%,-3.22%,-9.07%,0.66%,0.24%,0.25%,0.20%,-1.63%,-9.70%,1.74%,55.64,-,50.2,-,
STR,Sitio Royalties Corp.,3.76B,59.4,Energy,Oil & Gas E&P,USA,B,C,B-,D+,12.33,-,12.96,1.43,347.87,-,11.52%,163.80%,142.70%,28.74%,25.92%,-6.64%,-,159.10%,501.60%,2.21%,0.00%,-,28.89%,4.72,1.10%,10.10%,16.90%,6.3,6.3,3.01,0,93.50%,53.50%,5.10%,-7.13%,-20.70%,-1.69%,5.26%,-13.31%,3.94%,-0.78%,-6.27%,-7.68%,-25.68%,16.87%,47.1,Mar 08/a,25.01,34.14,36.50539784
STRA,"Strategic Education, Inc.",2.04B,54.68,Consumer Defensive,Education & Training Services,USA,C-,C+,D+,B-,21.82,7.2,1.91,1.2,9.14,85.94,2.86%,91.20%,-14.80%,29.85%,-7.40%,6.00%,18.60%,-14.80%,-0.80%,0.20%,-33.25%,97.80%,-6.21%,9.32,2.10%,2.80%,2.80%,1.6,1.6,0.06,0.06,43.90%,6.60%,4.40%,-10.80%,2.68%,29.81%,38.94%,7.24%,3.11%,-8.08%,-4.59%,14.01%,-14.49%,49.42%,35.47,Feb 22/a,83.99,104.5,24.41957376
STRC,Sarcos Technology and Robotics Corporation,90.84M,59.33,Technology,Computer Hardware,USA,A-,D+,C+,D+,-,-,9.56,0.38,0.67,-,-,-,-303.60%,2.00%,-,-,-,44.50%,327.30%,3.90%,0.00%,18.00%,12.28%,6.26,-41.20%,-44.40%,-35.80%,14.8,14.5,0.01,0,12.50%,-,-,-11.82%,-50.68%,-82.48%,-90.42%,2.37%,12.02%,-5.41%,-8.63%,-73.15%,-92.28%,13.76%,44.25,-,0.57,5.33,835.0877193
STRE,"Supernova Partners Acquisition Company III, Ltd.",358.33M,71.55,Financial,Shell Companies,USA,A,C,C-,B,-,-,-,1.32,3583.26,-,-,0.00%,-,-,-,-,-,63.30%,-,-,-,95.40%,6.23%,0.01,3.40%,3.60%,-,0.2,0.2,0,0,-,-,-,0.69%,2.20%,4.19%,4.08%,1.19%,0.21%,0.23%,0.74%,2.97%,-8.27%,5.15%,69.85,-,10.2,-,
STRL,"Sterling Infrastructure, Inc.",1.25B,76.51,Industrials,Engineering & Construction,USA,B+,C+,C+,A-,10.1,1.19,0.65,2.6,6.89,7.9,-,0.00%,49.80%,15.46%,22.10%,11.00%,13.10%,115.00%,24.70%,2.60%,-17.45%,84.00%,-1.58%,1.16,7.70%,25.20%,13.00%,1.3,1.3,0.84,0.91,14.30%,8.30%,5.50%,11.14%,24.34%,61.01%,37.85%,24.15%,3.67%,8.74%,17.22%,45.69%,-1.42%,99.02%,70.94,Feb 27/a,40.72,45,10.5108055
STRM,"Streamline Health Solutions, Inc.",106.21M,69.87,Healthcare,Health Information Services,USA,A-,C-,C+,B-,-,-,4.39,2.57,9.08,-,-,-,-1.50%,29.20%,12.20%,15.00%,-8.50%,31.40%,12.70%,7.70%,20.68%,29.70%,-0.73%,2.97,-15.30%,-28.80%,-19.50%,0.9,0.9,0.27,0.29,46.00%,-45.60%,-38.10%,-13.95%,-4.15%,12.80%,27.59%,17.09%,3.90%,-11.50%,-1.32%,16.66%,-21.28%,77.88%,37.16,-,1.85,3,62.16216216
STRO,"Sutro Biopharma, Inc.",330.49M,66.03,Healthcare,Biotechnology,USA,A,C,C+,C-,-,-,4.73,1.32,1.02,-,-,-,-132.00%,-14.50%,-,-,0.70%,44.40%,195.30%,0.10%,0.00%,91.30%,13.28%,3.28,-34.30%,-53.80%,-35.50%,5.9,5.9,0.03,0.08,-,-,-,-21.01%,-22.70%,2.30%,-33.68%,-28.34%,5.54%,-7.78%,-17.55%,-6.87%,-40.62%,73.87%,35.28,-,5.79,22.12,282.0379965
STRR,"Star Equity Holdings, Inc.",11.80M,66.59,Healthcare,Diagnostics & Research,USA,B+,C,B,C-,11.57,-,0.11,0.59,1.01,59.01,-,-,-8.30%,133.33%,-18.10%,16.00%,-3.20%,70.20%,-16.30%,22.20%,34.09%,4.00%,-6.27%,13.15,-17.50%,-50.90%,-24.20%,1.3,0.9,0.02,0.6,21.40%,-4.40%,-12.30%,-9.71%,-16.49%,-24.30%,-34.68%,-5.25%,4.89%,-5.75%,-10.08%,-16.08%,-43.75%,12.33%,38.67,-,0.81,5.12,532.0987654
STRRP,"Star Equity Holdings, Inc.",11.30M,63.74,Healthcare,Diagnostics & Research,USA,A-,B-,C,D+,-,-,0.1,5.72,-,-,12.47%,-,-,-,-,-,-,-,-16.00%,-,-,-,-,0.44,-,-,-,-,-,-,-,-,-,-,-14.40%,-16.40%,-17.77%,-12.49%,-13.51%,7.15%,-7.67%,-13.10%,-16.96%,-23.57%,43.17%,43.81,-,8.02,-,
