Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
UNM,Unum Group,8.60B,74.52,Financial,Insurance - Life,USA,A-,C-,C+,A-,6.22,0.68,0.72,0.95,72.12,8.09,3.00%,19.20%,61.60%,6.26%,9.00%,9.91%,1.20%,77.50%,0.90%,0.60%,-3.39%,89.30%,0.09%,1.99,2.10%,13.80%,11.90%,-,-,0.37,0.37,-,15.20%,11.00%,3.90%,5.79%,16.96%,66.98%,7.24%,2.16%,1.10%,4.65%,12.12%,-5.66%,66.67%,53.79,Jan 31/a,44.00,47.69,8.386363636363631
UNOV,Innovator U.S. Equity Ultra Buffer ETF - November,-,63.61,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.54%,0.93%,3.18%,0.29%,2.55%,0.43%,-0.76%,0.11%,1.98%,-3.15%,5.28%,46.57,-,28.42,-,
UNP,Union Pacific Corporation,125.75B,59.71,Industrials,Railroads,USA,C,A,C-,D+,16.10,2.01,5.06,10.25,123.40,48.68,2.55%,45.20%,12.70%,9.34%,13.10%,9.05%,3.20%,0.10%,7.80%,0.10%,-0.18%,80.60%,-1.10%,1.54,10.80%,57.70%,17.20%,0.70,0.60,2.60,2.74,76.40%,39.90%,28.10%,-2.58%,-3.55%,-10.71%,-22.14%,-1.69%,2.10%,-0.08%,-1.42%,-4.01%,-27.02%,10.82%,48.15,Jan 24/b,203.57,223.23,9.65761163236233
UNTY,"Unity Bancorp, Inc.",274.71M,67.08,Financial,Banks - Regional,USA,B+,B,C+,C-,6.22,-,2.73,1.19,1.47,25.92,1.85%,11.00%,56.60%,7.16%,19.90%,-,12.50%,3.10%,23.00%,1.70%,-23.64%,51.40%,-1.90%,1.50,1.80%,17.30%,30.00%,-,-,0.04,0.04,-,81.00%,37.50%,-4.13%,-7.41%,-4.20%,-4.41%,-4.90%,1.28%,-2.28%,-2.45%,-4.80%,-13.37%,4.80%,33.68,Jan 13/b,25.99,32.67,25.702193151212015
UNVR,Univar Solutions Inc.,5.25B,58.16,Basic Materials,Chemicals,USA,B-,C-,C-,B-,10.02,2.40,0.46,2.14,13.63,13.38,-,0.00%,21.20%,14.64%,18.60%,4.31%,6.80%,-51.00%,3.80%,0.20%,-31.37%,99.90%,-5.33%,3.56,7.50%,21.50%,12.50%,2.00,1.30,0.97,0.99,24.10%,7.30%,4.80%,-4.13%,-0.80%,34.49%,20.87%,5.09%,2.75%,-3.00%,-0.36%,16.50%,-6.15%,55.51%,44.00,Feb 21/a,33.42,37.44,12.028725314183111
UOCT,Innovator S&P 500 Ultra Buffer ETF - October,-,65.04,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.85%,1.95%,6.64%,1.01%,2.93%,0.39%,-0.32%,0.62%,3.54%,-1.54%,8.21%,49.95,-,28.08,-,
UONE,"Urban One, Inc.",254.17M,75.27,Communication Services,Broadcasting,USA,A,C+,C-,A-,-,-,0.53,1.24,-,-,-,0.00%,-,-,-,-,-,-69.60%,8.90%,17.24%,-0.31%,36.81%,-,2.86,-,-,-,-,-,-,-,-,-,-,1.62%,34.77%,22.34%,31.68%,51.65%,4.47%,4.23%,13.42%,13.59%,-47.69%,59.35%,59.26,-,6.90,-,
UONEK,"Urban One, Inc.",258.94M,83.95,Communication Services,Broadcasting,USA,A,B+,C,B+,-,-,0.54,0.90,3.03,2.86,-,0.00%,493.30%,-,141.50%,-,-0.70%,-66.70%,8.90%,27.70%,-0.14%,40.70%,-0.82%,7.37,3.30%,16.10%,9.10%,2.50,2.50,2.87,0.00,74.20%,21.80%,8.70%,0.00%,15.73%,25.61%,21.18%,36.97%,4.42%,5.23%,8.41%,11.61%,-26.32%,53.27%,57.55,-,5.15,-,
UP,Wheels Up Experience Inc.,282.11M,59.71,Industrials,Airports & Air Services,USA,A,C,C,D+,-,-,0.19,0.55,0.99,-,-,-,-66.70%,9.10%,-,-,-,-43.00%,39.20%,7.80%,0.50%,52.30%,-7.75%,2.49,-18.00%,-55.40%,-28.20%,0.50,0.40,0.00,0.00,1.80%,-23.70%,-22.70%,-12.21%,-6.50%,-34.29%,-65.36%,11.65%,5.11%,0.04%,-4.64%,-30.76%,-67.92%,17.35%,47.32,Mar 09/b,1.15,3.54,207.82608695652178
UPAR,UPAR Ultra Risk Parity ETF,-,55.74,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,8.20%,-,-,-,-,-,-,-,-,-,-,-,-,0.41,-,-,-,-,-,-,-,-,-,-,-4.25%,-3.75%,-3.47%,-29.54%,2.25%,1.13%,-1.68%,-2.94%,-3.53%,-29.79%,16.11%,43.16,-,13.62,-,
UPC,Universe Pharmaceuticals INC,13.18M,62.87,Healthcare,Drug Manufacturers - Specialty & Generic,China,A+,C,C-,C-,-,-,0.33,0.30,0.93,-,-,-,-167.40%,-,-,-,-,-233.70%,-48.20%,57.38%,0.00%,0.20%,-85.62%,0.13,-14.70%,-18.20%,-15.30%,5.10,4.70,0.00,0.07,54.50%,-18.60%,-21.80%,-22.11%,-61.10%,18.13%,-50.41%,-56.01%,7.13%,-3.23%,-33.84%,-31.25%,-69.33%,27.53%,37.21,-,0.64,-,
UPH,"UpHealth, Inc.",34.07M,67.33,Healthcare,Health Information Services,USA,A+,C,C+,C-,-,-,0.23,0.23,1.51,-,-,-,82.80%,23.00%,-,-,-,-528.70%,-14.40%,40.60%,0.00%,10.10%,0.96%,3.91,-68.00%,-130.10%,-85.80%,0.80,0.70,1.10,1.10,38.10%,-,-,-31.09%,-37.69%,-61.05%,-90.00%,25.77%,9.13%,-9.13%,-13.39%,-55.64%,-91.31%,28.93%,41.72,Mar 02/b,2.05,8.00,290.24390243902445
UPLD,"Upland Software, Inc.",160.44M,60.76,Technology,Software - Application,USA,A,C,C-,C-,5.77,-,0.51,0.57,0.65,5.51,-,-,-16.00%,1.17%,-16.00%,-,26.50%,-208.60%,4.10%,8.00%,-0.91%,77.80%,2.80%,1.14,-6.50%,-22.30%,-4.70%,2.10,2.10,1.66,1.67,67.30%,-12.70%,-22.10%,-38.81%,-21.86%,-42.24%,-66.67%,-23.28%,5.98%,-27.16%,-29.90%,-43.36%,-70.26%,3.06%,27.33,Feb 23/a,5.47,8.40,53.56489945155395
UPRO,ProShares UltraPro S&P500,-,57.91,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,0.48%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-9.30%,-4.47%,-4.32%,-29.67%,9.58%,3.80%,-4.66%,-1.60%,-4.24%,-47.32%,38.43%,45.10,-,35.91,-,
UPS,"United Parcel Service, Inc.",157.41B,62.19,Industrials,Integrated Freight & Logistics,USA,C+,A-,C-,C,14.96,3.50,1.57,8.06,20.73,37.29,3.52%,45.80%,-10.10%,7.08%,20.00%,3.99%,8.50%,12.40%,-2.70%,0.01%,-52.50%,72.50%,-0.45%,3.55,16.40%,67.50%,24.90%,1.20,1.20,0.88,0.99,76.40%,13.00%,11.50%,-2.36%,1.73%,-5.95%,-8.39%,6.02%,1.60%,0.23%,1.58%,1.82%,-17.71%,19.00%,52.27,Jan 31/b,184.30,194.69,5.637547476939765
UPST,"Upstart Holdings, Inc.",1.35B,68.7,Financial,Credit Services,USA,B+,C,B-,C+,36.40,-,1.48,2.13,3.19,-,-,-,-191.90%,153.90%,-65.30%,30.00%,77.70%,-211.30%,-45.90%,1.70%,-6.28%,39.40%,-16.12%,5.16,-5.60%,-14.40%,-6.80%,-,-,1.47,0.00,79.30%,-12.60%,-12.00%,-16.25%,1.73%,-28.17%,-84.34%,33.28%,8.77%,-3.43%,3.01%,-28.04%,-86.83%,46.71%,47.45,Feb 14/a,17.62,13.54,-23.15550510783202
UPV,ProShares Ultra FTSE Europe,-,67.33,Financial,Exchange Traded Fund,USA,A+,D+,D+,B+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.66%,9.08%,36.82%,-7.39%,14.29%,0.75%,-2.85%,-0.46%,15.38%,-15.38%,66.11%,45.34,-,51.49,-,
UPW,ProShares Ultra Utilities,-,57.78,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,1.78%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7.97%,-13.53%,-23.29%,-18.02%,-13.31%,1.54%,-2.84%,-8.60%,-13.60%,-30.13%,16.91%,42.86,-,60.51,-,
UPWK,Upwork Inc.,1.46B,53.82,Industrials,Staffing & Employment Services,USA,C+,C+,C+,D,33.47,-,2.37,6.07,2.13,271.25,-,-,-55.70%,200.88%,-46.50%,-,25.00%,28.60%,17.90%,0.80%,-16.78%,76.00%,-3.54%,3.87,-8.30%,-36.40%,-11.50%,3.80,3.80,2.27,2.27,74.10%,-15.00%,-14.50%,-16.02%,-1.46%,-31.46%,-39.67%,9.96%,5.20%,-5.90%,-5.17%,-25.32%,-54.29%,17.26%,43.92,Feb 15/a,11.48,17.91,56.01045296167248
UPXI,"Upexi, Inc.",80.04M,66.53,Communication Services,Internet Content & Information,USA,B+,C,C+,B-,-,-,1.25,2.09,17.79,100.05,-,-,-163.00%,-,-,-,-,149.30%,442.00%,14.20%,1.88%,2.90%,-35.87%,2.08,-5.00%,-8.60%,-4.30%,1.50,1.00,0.66,0.72,45.90%,-1.00%,-4.10%,24.26%,2.33%,0.46%,-6.38%,46.67%,7.51%,0.08%,21.18%,2.04%,-27.63%,73.91%,54.38,Feb 14/a,4.40,7.00,59.09090909090908
URA,Global X Uranium ETF,-,56.79,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,0.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-7.23%,0.80%,-11.03%,-15.15%,0.40%,2.28%,-6.93%,-6.74%,-3.38%,-29.24%,14.22%,35.68,-,20.16,-,
URBN,"Urban Outfitters, Inc.",2.50B,64.42,Consumer Cyclical,Apparel Retail,USA,A-,C,D+,C+,10.15,-,0.52,1.44,8.50,-,-,0.00%,37.60%,12.10%,11.00%,-7.71%,5.10%,-55.20%,3.90%,34.45%,-0.20%,81.90%,-2.70%,5.08,6.00%,12.80%,18.00%,1.30,0.60,0.00,0.00,29.90%,6.30%,4.60%,-5.15%,-6.49%,28.80%,13.11%,13.63%,3.71%,-0.21%,1.36%,15.19%,-8.88%,52.16%,49.57,Feb 28/a,27.10,29.18,7.6752767527675205
URE,ProShares Ultra Real Estate,21.09B,57.78,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,1.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-12.83%,-2.53%,-18.12%,-32.54%,4.39%,1.50%,-5.88%,-5.53%,-10.40%,-44.32%,26.69%,41.23,-,60.38,-,
URG,Ur-Energy Inc.,272.32M,50.16,Energy,Uranium,USA,B,D+,C-,D+,13.25,-,14332.87,3.53,6.83,-,-,-,-30.20%,233.30%,-40.80%,-,-,51.60%,-,2.91%,-9.39%,22.10%,-5.66%,5.47,-10.00%,-17.70%,-,6.00,4.80,0.11,0.19,-,-,-,-12.40%,-12.40%,-22.63%,-36.14%,-7.83%,4.39%,-7.06%,-11.07%,-11.71%,-45.64%,11.46%,37.55,-,1.06,-,
URGN,UroGen Pharma Ltd.,241.77M,83.14,Healthcare,Biotechnology,USA,A,B,C+,B+,-,-,3.87,-,2.52,-,-,-,15.90%,21.50%,-65.30%,-,22.30%,16.10%,41.20%,1.90%,-0.85%,71.40%,-0.82%,6.23,-78.10%,387.60%,-,6.40,6.10,-,-,88.80%,-,-,13.00%,25.51%,43.07%,67.68%,17.59%,7.44%,6.56%,13.76%,20.96%,-17.43%,115.05%,57.45,-,10.43,23.40,124.35282837967401
URI,"United Rentals, Inc.",32.49B,82.09,Industrials,Rental & Leasing Services,USA,B-,A-,C+,A,10.82,1.03,2.79,4.69,306.50,7.77,1.24%,0.00%,55.80%,7.40%,31.00%,15.59%,11.90%,39.20%,18.70%,0.20%,-11.96%,93.90%,-0.68%,4.91,9.70%,33.00%,13.80%,1.10,1.00,1.59,1.61,42.90%,27.80%,18.10%,5.15%,38.10%,63.43%,60.06%,34.31%,2.30%,3.68%,13.70%,44.52%,-0.96%,107.06%,67.81,Jan 25/a,477.36,459.18,-3.80844645550528
URNJ,Sprott Junior Uranium Miners ET,-,59.89,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-13.42%,-,-,-,-21.54%,2.71%,-11.04%,-11.91%,-11.91%,-31.09%,-1.02%,-,-,16.07,-,
URNM,Sprott Uranium Miners ETF,-,56.48,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,7.63%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-8.89%,0.14%,-16.83%,-15.80%,-0.50%,2.49%,-8.31%,-8.04%,-5.30%,-33.41%,16.96%,34.27,-,31.58,-,
UROY,Uranium Royalty Corp.,219.08M,46.19,Energy,Uranium,Canada,A,D,D-,D+,-,-,-,1.26,-,-,-,-,-,-,-,-,-,-,-,18.05%,0.00%,19.84%,-,1.80,-,-,-,-,-,-,-,-,-,-,-12.35%,-13.73%,-23.34%,-48.11%,-7.17%,4.22%,-10.48%,-11.43%,-14.16%,-56.00%,4.76%,35.26,-,2.20,-,
URTH,iShares MSCI World ETF,-,61.94,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,1.67%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.26%,0.90%,5.66%,-2.80%,4.94%,1.10%,-1.19%,0.17%,3.06%,-12.54%,17.66%,46.75,-,114.65,-,
URTY,ProShares UltraPro Russell2000,-,60.88,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,0.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-13.00%,0.94%,0.69%,-31.19%,17.44%,5.16%,-6.74%,-1.84%,-2.09%,-47.13%,36.69%,43.02,-,44.04,-,
USA,Liberty All-Star Equity Fund,1.62B,60.14,Financial,Closed-End Fund - Equity,USA,A,D+,D+,C+,-,-,-,1.03,-,-,9.63%,47.79%,-,-,-,-,-,-,-,0.07%,0.00%,10.59%,-,0.58,-,-,-,-,-,-,-,-,-,-,-0.64%,0.97%,0.81%,-11.38%,9.30%,1.58%,-0.82%,1.50%,-0.41%,-24.94%,15.16%,49.79,-,6.23,-,
USAC,"USA Compression Partners, LP",2.10B,65.47,Energy,Oil & Gas Equipment & Services,USA,B+,C,D+,B+,30.18,-,2.97,-,-,-,9.73%,-,52.40%,53.76%,46.50%,-1.00%,20.60%,58.30%,18.90%,0.50%,-12.83%,23.10%,-1.08%,4.03,-0.70%,48.60%,8.40%,1.10,0.50,-,-,66.70%,24.00%,-2.60%,2.81%,17.47%,20.69%,20.69%,10.50%,2.38%,2.57%,5.40%,16.27%,-1.69%,44.83%,60.64,Feb 14/b,21.58,20.75,-3.8461538461538387
USAI,Pacer American Energy Independence ETF,-,57.16,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,5.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.44%,-3.88%,-4.04%,-2.81%,0.71%,1.05%,-1.58%,-1.67%,-2.35%,-14.39%,12.13%,44.27,-,26.82,-,
USAP,"Universal Stainless & Alloy Products, Inc.",83.06M,64.6,Basic Materials,Steel,USA,A-,D+,C,B,37.12,-,0.41,0.38,41.53,-,-,-,-957.40%,-,-58.40%,3.15%,-0.10%,-126.90%,30.10%,5.31%,2.35%,60.90%,-1.32%,1.19,-2.30%,-3.60%,-1.40%,4.30,1.00,0.43,0.45,7.00%,-3.40%,-4.00%,16.29%,28.89%,18.22%,-0.96%,29.43%,5.32%,6.04%,14.46%,20.42%,-8.84%,42.33%,59.67,Jan 25/b,9.28,-,
USAS,Americas Gold and Silver Corporation,82.37M,64.11,Basic Materials,Other Industrial Metals & Mining,Canada,A,D,B,C-,-,-,1.05,0.91,-,-,-,-,82.90%,68.40%,-,-,-,-,68.70%,4.25%,0.00%,26.66%,-,6.29,-,-,-,-,-,-,-,-,-,-,-18.83%,-18.06%,-7.30%,-63.23%,-24.30%,6.23%,-14.84%,-26.23%,-22.70%,-67.16%,16.27%,30.47,-,0.43,-,
USAU,U.S. Gold Corp.,32.40M,56.3,Basic Materials,Gold,USA,A-,D+,C,D,-,-,-,1.61,7.72,-,-,-,49.50%,-28.20%,41.10%,-,-,62.50%,-,11.28%,1.08%,9.40%,-2.37%,0.10,-41.20%,-46.30%,-,8.20,8.20,0.00,0.00,-,-,-,-8.69%,-9.95%,2.91%,-53.47%,-18.96%,5.17%,-6.99%,-15.12%,-7.46%,-61.49%,11.14%,34.45,-,3.89,16.83,332.64781491002566
USB,U.S. Bancorp,68.47B,55.8,Financial,Banks - Regional,USA,C+,C+,C-,C-,8.45,3.20,3.82,1.55,1.28,3.73,4.22%,50.30%,-27.70%,9.21%,4.40%,3.85%,4.60%,-46.70%,78.10%,0.13%,-7.48%,74.10%,-0.68%,1.27,0.90%,12.90%,13.70%,-,-,0.87,0.87,-,71.10%,30.70%,-7.07%,3.60%,0.38%,-14.33%,4.31%,1.54%,-5.23%,-3.61%,-0.90%,-21.46%,18.49%,34.06,Jan 25/b,45.49,55.19,21.32336777313694
USCI,"United States Commodity Index Fund, LP",-,59.95,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07%,-1.16%,0.16%,-11.00%,-4.28%,0.80%,-1.11%,-2.26%,-2.26%,-14.11%,7.50%,43.36,-,53.87,-,
USD,ProShares Ultra Semiconductors,-,68.01,Financial,Exchange Traded Fund,USA,A+,D+,D+,B+,-,-,-,-,-,-,0.20%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.32%,25.73%,37.86%,-20.80%,50.18%,4.85%,4.64%,16.56%,21.53%,-44.10%,113.48%,58.31,-,24.87,-,
USDP,USD Partners LP,103.10M,55.3,Industrials,Railroads,USA,B+,C-,D+,D+,24.67,-,0.86,-,41.24,4.91,16.69%,-,-18.20%,-81.00%,-5.62%,-,0.50%,-,-27.00%,39.43%,0.00%,26.80%,1.29%,0.73,-,-,-18.70%,0.10,0.10,0.00,1.90,64.00%,-50.10%,-,-31.00%,-9.76%,-37.42%,-48.16%,-6.33%,4.75%,-13.90%,-15.90%,-32.85%,-57.10%,3.14%,29.77,Mar 01/a,2.96,6.00,102.7027027027027
USDU,WisdomTree Bloomberg U.S. Dollar Bullish Fund,-,64.29,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,7.66%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.72%,-0.45%,-2.70%,5.87%,2.11%,0.45%,1.37%,2.19%,-0.24%,-6.52%,7.60%,63.75,-,26.60,-,
USEA,United Maritime Corporation,26.40M,74.4,Industrials,Marine Shipping,Greece,A,B-,B-,C+,-,-,1.16,0.32,0.38,-,9.77%,0.00%,234.70%,-,-,-,-,-,246.50%,10.65%,0.00%,9.00%,-,2.02,49.30%,113.30%,37.20%,-,-,0.66,0.00,54.20%,-,-,-1.60%,5.28%,179.10%,-,-5.49%,5.45%,-2.38%,-0.54%,36.88%,-53.53%,419.83%,46.58,Feb 22/b,3.07,-,
USEG,U.S. Energy Corp.,51.27M,62.0,Energy,Oil & Gas E&P,USA,A-,D-,A-,D+,6.49,-,1.42,0.64,16.02,7.02,4.27%,-,90.00%,333.33%,56.40%,25.00%,3.00%,870.30%,555.60%,25.50%,0.94%,29.60%,-2.98%,0.98,-0.70%,-1.00%,-10.10%,0.60,0.60,0.16,0.00,36.20%,6.90%,-1.80%,-12.81%,-15.94%,-42.66%,-66.61%,-8.26%,4.46%,-6.87%,-9.83%,-30.53%,-84.84%,10.47%,30.87,-,2.11,3.50,65.87677725118485
USEP,Innovator U.S. Equity Ultra Buffer ETF - September,-,61.94,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.71%,0.71%,2.11%,-1.96%,2.16%,0.64%,-0.80%,0.02%,1.48%,-5.67%,7.49%,46.65,-,26.97,-,
USFD,US Foods Holding Corp.,8.58B,72.91,Consumer Defensive,Food Distribution,USA,B+,D+,B,B+,12.32,1.85,0.25,2.19,40.66,-,-,0.00%,87.60%,22.49%,-3.40%,21.73%,7.10%,40.10%,11.50%,0.30%,-19.55%,-,-0.18%,1.81,1.80%,5.90%,5.50%,1.40,0.80,1.20,1.27,16.10%,1.70%,0.70%,2.38%,8.63%,32.04%,19.69%,13.64%,2.58%,1.59%,4.12%,18.15%,-6.35%,51.67%,54.28,Feb 16/b,38.66,45.21,16.942576306259713
USFR,WisdomTree Floating Rate Treasury Fund,-,63.3,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,2.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06%,0.14%,0.12%,0.14%,0.16%,0.03%,0.04%,0.07%,0.07%,-0.14%,0.30%,55.60,-,50.35,-,
USHY,iShares Broad USD High Yield Corporate Bond ETF,-,58.03,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,6.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.50%,-0.91%,-0.77%,-10.17%,0.49%,0.71%,-1.01%,-1.60%,-1.56%,-11.28%,4.87%,42.04,-,34.70,-,
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,-,57.78,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,3.30%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.19%,-1.96%,-1.38%,-11.92%,0.04%,0.53%,-1.16%,-2.13%,-2.08%,-11.75%,5.71%,37.59,-,49.13,-,
USIO,"Usio, Inc.",49.51M,66.09,Technology,Information Technology Services,USA,A-,D+,B-,C,-,-,0.73,2.94,10.76,-,-,-,91.50%,84.60%,36.30%,-,38.70%,-,3.80%,26.40%,-15.25%,29.30%,-2.43%,1.98,-5.00%,-32.20%,-1.70%,1.10,1.10,0.00,0.01,21.20%,-7.60%,-7.80%,-2.87%,-7.31%,16.67%,-31.19%,23.03%,8.36%,3.73%,9.81%,2.14%,-54.07%,66.39%,54.82,Mar 08/a,2.03,7.25,257.1428571428572
USL,"United States 12 Month Oil Fund, LP",-,55.12,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.25%,-1.19%,-5.20%,-16.89%,-4.06%,1.91%,-1.47%,-1.68%,-6.53%,-25.06%,7.58%,46.45,-,34.06,-,
USLM,"United States Lime & Minerals, Inc.",894.63M,77.31,Basic Materials,Building Materials,USA,B,B,C+,B+,-,-,3.79,2.82,6.71,27.03,0.50%,10.00%,22.40%,-,17.80%,-,10.30%,41.40%,26.50%,1.00%,-7.61%,26.30%,0.34%,3.44,13.10%,15.00%,13.60%,12.20,11.00,0.00,0.00,29.80%,23.20%,19.20%,2.43%,11.02%,51.85%,39.34%,13.29%,2.49%,-0.29%,5.80%,27.88%,-5.50%,56.16%,53.04,-,159.47,-,
USM,United States Cellular Corporation,1.90B,61.63,Communication Services,Telecom Services,USA,B,C+,C,C,24.12,6.53,0.46,0.41,-,8.26,-,0.00%,-80.40%,56.83%,16.20%,10.80%,1.40%,-206.20%,-1.90%,73.33%,-0.00%,26.60%,-1.91%,3.03,0.30%,0.70%,0.40%,1.40,1.20,0.70,0.70,52.70%,1.70%,0.70%,-5.26%,12.71%,-18.84%,-22.53%,8.87%,4.66%,-0.70%,-0.22%,-12.89%,-30.47%,18.11%,47.78,Feb 16/a,22.70,26.67,17.48898678414098
USMC,Principal U.S. Mega-Cap ETF,-,61.19,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,1.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.81%,0.62%,2.73%,-5.22%,5.24%,1.14%,-0.76%,1.05%,1.65%,-12.65%,16.20%,49.57,-,37.95,-,
USMF,WisdomTree U.S. Multifactor Fund,-,58.53,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,1.74%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.36%,-2.98%,2.42%,-3.75%,0.32%,0.95%,-2.49%,-2.10%,-0.06%,-10.19%,11.01%,36.69,-,37.72,-,
USMV,iShares MSCI USA Min Vol Factor ETF,-,56.17,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,1.65%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.92%,-5.01%,-0.58%,-4.56%,-1.94%,1.05%,-1.64%,-2.34%,-1.38%,-11.00%,9.51%,39.93,-,70.70,-,
USNA,"USANA Health Sciences, Inc.",1.15B,67.39,Consumer Defensive,Packaged Foods,USA,B,B+,D+,B-,18.30,1.12,1.15,2.66,3.98,11.78,-,0.00%,-37.30%,15.28%,-0.90%,15.00%,-0.90%,-35.70%,-14.70%,0.10%,-70.14%,55.00%,-2.69%,5.89,12.10%,16.90%,15.70%,2.70,2.20,0.00,0.00,80.60%,10.80%,6.90%,2.14%,8.77%,-1.88%,-29.45%,12.88%,2.59%,-2.34%,2.81%,-2.51%,-32.18%,23.53%,47.97,Feb 07/a,60.05,52.50,-12.572855953372187
USO,"United States Oil Fund, LP",-,58.84,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.44%,-0.92%,-6.05%,-18.54%,-4.29%,2.16%,-1.38%,-1.64%,-7.81%,-27.22%,8.56%,46.75,-,67.10,-,
